SubjectId,Name,ParentId,Level,NameChinese
260,Finding the Gradient and Intercept of a Line from the Equation,54.0,3,从方程中找出直线的梯度和截距
261,Gradient as change in y over change in x,54.0,3,梯度作为y的变化量与x的变化量之比。
262,Parallel Lines,54.0,3,平行线
263,Perpendicular Lines,54.0,3,垂直线
264,Graphical Solution of Simultaneous Equations,54.0,3,同时方程的图解法
265,Plotting Quadratics from Tables of Values,55.0,3,从值表绘制二次函数图像
266,Sketching from Factorised Form,55.0,3,因式形式的简图绘制
267,Sketching from Completing the Square Form,55.0,3,从完成平方形式作图
268,Graphical Solution of Quadratic Equations,55.0,3,二次方程的图解法
269,"Speed, Distance, Time",79.0,3,速度，距离，时间
270,Density,79.0,3,密度
271,Pythagoras,71.0,2,毕达哥拉斯
272,Similarity and Congruency,71.0,2,相似与全等
273,"Length, Area and Volume Scale Factors",272.0,3,长度、面积和体积的比例因子
274,Congruency in Other Shapes,272.0,3,其他形状的全等性
275,Line Symmetry,91.0,3,线对称
276,Rotational Symmetry,91.0,3,旋转对称
277,3D Plane Symmetry,91.0,3,三维平面对称
278,Transformations,71.0,2,变换
279,Right-angled Triangles (SOHCAHTOA),97.0,3,直角三角形（SOHCAHTOA）
280,Non Right-angled Triangles (Sine and Cosine Rules),97.0,3,非直角三角形（正弦和余弦规则）
281,Area of Non Right-angled Triangles,97.0,3,非直角三角形的面积
282,Exact Values of Trigonometric Ratios,97.0,3,三角比的精确值
283,Add and Subtract Vectors,99.0,3,向量的加法和减法
284,Vector Geometry,99.0,3,向量几何
285,Algorithms,150.0,2,算法
286,Graphs and Networks,150.0,2,图与网络
287,Bipartite Graphs,150.0,2,二部图
288,Minimum Connector Problems,150.0,2,最小连接问题
289,Finding the Shortest Path,150.0,2,寻找最短路径
290,Route Inspection,150.0,2,路线检查
291,Travelling Salesperson,150.0,2,旅行推销员问题
292,Linear Programming,150.0,2,线性规划
293,Simplex Algorithm,150.0,2,单纯形算法
294,Network Flows,150.0,2,网络流
295,Critical Path Analysis,150.0,2,关键路径分析
296,Dynamic Programming,150.0,2,动态规划
297,Game Theory,150.0,2,博弈论
298,Kinematics,149.0,2,运动学
299,"Momentum, Collisions and Impulse",149.0,2,动量、碰撞和冲量
300,Vectors in Mechanics,149.0,2,力学中的向量
301,Forces and Equilibrium,149.0,2,力与平衡
302,Newton’s Laws of Motion,149.0,2,牛顿运动定律
303,Projectiles,149.0,2,抛射体
304,"Work, Energy and Power",149.0,2,功、能与功率
305,Centre of Mass,149.0,2,质心
306,Uniform and Non-Uniform Circular Motion,149.0,2,匀速和非匀速圆周运动
307,Simple Harmonic Motion,149.0,2,简谐运动
308,Elastic Springs and Strings,149.0,2,弹性弹簧和弦
309,Relative Velocity,149.0,2,相对速度
310,Angular Motion,149.0,2,角运动
311,Stability and Oscillations,149.0,2,稳定性和振荡
312,Moment of Inertia,149.0,2,转动惯量
313,Advanced Measures of Variation,151.0,2,高级变异度量
314,Coding,151.0,2,编码
315,Permutations and Combinations,151.0,2,排列与组合
316,Correlation,151.0,2,相关性
317,Regression,151.0,2,回归分析
318,Discrete Random Variables,151.0,2,离散随机变量
319,Continuous Random Variables,151.0,2,连续随机变量
320,Binomial Distribution,151.0,2,二项分布
321,Normal Distribution,151.0,2,正态分布
322,Student t Distribution,151.0,2,学生t分布
323,Confidence Intervals,151.0,2,置信区间
324,Hypothesis Testing,151.0,2,假设检验
325,Geometric Distribution,151.0,2,几何分布
326,Poisson Distribution,151.0,2,泊松分布
327,Chi-Squared Distribution,151.0,2,卡方分布
331,Money,32.0,2,货币
332,Currency Conversions,331.0,3,货币转换
334,Writing Ratios,46.0,3,写比率
335,Expanding Triple Brackets and more,152.0,3,扩展三重括号及更多
336,Tally Charts,113.0,3,计数表
337,Types of Data and Questionnaires,113.0,3,数据类型和问卷
338,Data Processing,101.0,2,数据处理
339,Range and Interquartile Range from a List of Data,338.0,3,从数据列表中求范围和四分位距
340,Averages and Range from Frequency Table,338.0,3,频率表中的平均数和范围
341,Interpreting and Comparing Data using Averages and Range,338.0,3,使用平均数和范围解释和比较数据
342,Data Representation,101.0,2,数据表示
343,Frequency Diagram and Frequency Polygon,342.0,3,频率图和频率多边形
344,Venn Diagrams,342.0,3,维恩图
348,Probability,101.0,2,概率论
349,Combined Events,348.0,3,联合事件
350,Tree Diagrams with Independent Events,348.0,3,独立事件的树状图
351,Using the Probability Addition Formula,348.0,3,使用概率加法公式
352,Using the Conditional Probability Formula,348.0,3,使用条件概率公式
353,Probability with Venn Diagrams,348.0,3,概率与文氏图
354,Algebraic Division,142.0,3,代数除法
355,Remainder Theorem,142.0,3,余数定理
356,Algebraic Fractions,142.0,3,代数分数
357,Pascal's Triangle,121.0,3,帕斯卡三角形
358,Using the nCr Button,121.0,3,使用nCr按钮
359,"Expanding (a + bx)ⁿ, where n is a positive integer",121.0,3,展开 (a + bx)ⁿ，其中 n 是一个正整数。
360,"Expanding (a + bx)ⁿ, where n is a negative integer or a fraction",121.0,3,展开 (a + bx)ⁿ，其中 n 是一个负整数或分数。
361,Arithmetic Sequences,137.0,3,等差数列
362,Geometric Sequences,137.0,3,几何数列
363,Sum to Infinity,137.0,3,无穷求和
365,Recurrence Relations,137.0,3,递推关系
366,Sigma Notation,137.0,3,求和符号
367,Summing Series,137.0,3,级数求和
368,Maclaurin Series,137.0,3,麦克劳林级数
369,Basic dy/dx,126.0,3,基本的dy/dx
370,Differentiation from First Principals,126.0,3,从第一原理求导数
371,Finding the Gradient,126.0,3,求梯度
372,Finding Maximums and Minimums,126.0,3,寻找最大值和最小值
373,Points of Inflection,126.0,3,拐点
374,Increasing and Decreasing Functions,126.0,3,增函数和减函数
375,Equations of Tangents,126.0,3,切线方程
376,Equations of Normals,126.0,3,法线方程
377,Second Order Derivative,126.0,3,二阶导数
378,Chain Rule,126.0,3,链式法则
379,Product Rule,126.0,3,乘积法则
380,Quotient Rule,126.0,3,商法则
381,Differentiation Involving Trigonometric Functions,126.0,3,涉及三角函数的微分
382,Differentiation Involving Inverse Trigonometric Functions,126.0,3,涉及反三角函数的微分
383,Differentiation Involving Logs,126.0,3,涉及对数的微分
384,Differentiation Involving Exponentials,126.0,3,涉及指数的微分
385,Implicit Differentiation,126.0,3,隐式微分
386,Exponential Growth and Decay,126.0,3,指数增长与衰减
387,Differentiation in Context,126.0,3,情境中的微分
388,Basic Indefinite Integration,129.0,3,基本不定积分
389,Basic Definite Integration,129.0,3,基本定积分
390,Area Under a Curve,129.0,3,曲线下的面积
391,Area Between Two Functions,129.0,3,两函数之间的面积
392,Finding the Equation of a Curve from dy/dx,129.0,3,从dy/dx求曲线方程
393,Trapezium Rule,129.0,3,梯形法则
394,Simpson's Rule,129.0,3,辛普森法则
395,Integration by Parts,129.0,3,分部积分法
396,Volume of Revolution,129.0,3,旋转体体积
397,Integration Involving Trigonometric Functions,129.0,3,涉及三角函数的积分
398,Integration Involving Logs,129.0,3,涉及对数的积分
399,Integration Involving Exponentials,129.0,3,涉及指数的积分
400,Integration Involving Partial Fractions,129.0,3,涉及部分分式的积分
401,Improper Integrals and Limits to Infinity,129.0,3,反常积分与无穷极限
402,Integration in Context,129.0,3,积分的应用背景
403,Graphs of Curves Defined Parametrically,133.0,3,参数定义的曲线图形
404,Converting between Parametric and Cartesian Forms,133.0,3,在参数形式和直角坐标形式之间转换
405,Parametric Differentiation,133.0,3,参数微分
406,Naming Co-ordinates in 2D,81.0,3,在二维中命名坐标
407,Naming Co-ordinates in 3D,81.0,3,在三维中命名坐标
408,Midpoint Between Two Co-ordinates,81.0,3,两个坐标之间的中点
409,Gradient Between Two Co-ordinates,81.0,3,两点之间的梯度
410,Distance Between Two Co-ordinates,81.0,3,两点之间的距离
411,Radians,119.0,2,弧度制
412,Converting Between Degrees and Radians,411.0,3,度数与弧度的转换
413,Length of an Arc,411.0,3,弧长
414,Area of a Sector,411.0,3,扇形面积
415,Area of a Segment,411.0,3,扇形面积
416,Solving Basic Trigonometric Equations,139.0,3,解基本三角方程
417,Basic Trigonometric Identities,139.0,3,基本三角恒等式
418,Reciprocal Trigonometric Identities,139.0,3,互为倒数的三角恒等式
419,Compound and Double Angle Trigonometric Identities,139.0,3,复合角和二倍角三角恒等式
420,Solving Trigonometric Equations Using Identities,139.0,3,使用恒等式解三角方程
421,Converting and solving with the form acos(x) + bsin(x),139.0,3,将形式为acos(x) + bsin(x)的表达式进行转换和求解。
422,Graphs of Reciprocal Trigonometric Functions,139.0,3,互余三角函数的图像
423,Graphs of Inverse Trigonometric Functions,139.0,3,反三角函数的图像
424,General Solutions of Trigonometric Equations,139.0,3,三角方程的通解
425,Numerical Methods,119.0,2,数值方法
426,Approximation of Roots,425.0,3,根的近似
427,Interval Bisection,425.0,3,区间二分法
428,Euler's Method,425.0,3,欧拉方法
429,Newton-Rhapson Method,425.0,3,牛顿-拉夫森方法
430,Laws of Logarithms,128.0,3,对数定律
431,Solving Equations with Exps and Logs,128.0,3,解含有指数和对数的方程
432,Graphs of Exp and Log Functions,128.0,3,指数函数和对数函数的图像
433,Linear Laws,128.0,3,线性定律
434,Function Notation,146.0,3,函数表示法
435,Domain and Range,146.0,3,定义域和值域
436,Inverse Functions,146.0,3,反函数
437,Composite Functions,146.0,3,复合函数
438,Advanced Transformation of Functions,146.0,3,函数的高级变换
439,Angles in Triangles,74.0,3,三角形中的角
440,Vector Notation,140.0,3,向量表示法
441,Addition and Subtraction of Vectors,140.0,3,向量的加法和减法
442,Position Vectors and Geometrical Applications,140.0,3,位置向量及其几何应用
443,Scalar Product,140.0,3,标量积
444,Vector Equation of a Line,140.0,3,直线的向量方程
445,Vector Product,140.0,3,向量积
446,Addition and Subtraction of Matrices,130.0,3,矩阵的加法和减法
447,Multiplication of Matrices,130.0,3,矩阵乘法
448,Transformations of Matrices,130.0,3,矩阵变换
449,Determinants and Inverses of 2×2,130.0,3,2×2矩阵的行列式和逆矩阵
450,Determinants and Inverses of 3×3,130.0,3,3×3矩阵的行列式和逆矩阵
451,Roots of Polynomials,119.0,2,多项式的根
452,Quadratic Equations,451.0,3,二次方程
453,Cubic Equations,451.0,3,三次方程
454,Roots of Other Polynomials,451.0,3,其他多项式的根
455,Operations with Complex Numbers,122.0,3,复数的运算
456,Complex Conjugates,122.0,3,复共轭
457,Solving Equations with Complex Numbers,122.0,3,用复数解方程
458,Roots of Equations with Complex Numbers,122.0,3,复数方程的根
459,Argand Diagrams,122.0,3,阿尔冈图
460,Modulus and Argument,122.0,3,模和辐角
461,Complex Numbers in Polar Form,122.0,3,复数的极坐标形式
462,"Co-ordinate Geometry Problems (tangents, normals)",126.0,3,坐标几何问题（切线，法线）
463,Further Functions,119.0,2,进一步的函数
464,Graphs of Rational Functions,463.0,3,有理函数的图像
465,Hyperbolic Functions,463.0,3,双曲函数
466,Parabolas,123.0,3,抛物线
467,Ellipses,123.0,3,椭圆
468,Hyperbolas,123.0,3,双曲线
469,Rectangular Hyperbolas,123.0,3,矩形双曲线
470,Group Theory,119.0,2,群论
471,Structures and Operations,470.0,3,结构与运算
472,Properties of Groups,470.0,3,群的性质
473,Types of Groups,470.0,3,群的类型
474,Standard Deviation and Variance from Discrete Data,313.0,3,离散数据的标准差和方差
475,Standard Deviation and Variance from Frequency Table,313.0,3,从频率表计算标准差和方差
476,Standard Deviation and Variance from Grouped Data,313.0,3,分组数据的标准差和方差
477,Using of Statistical Functions on Calculator,313.0,3,在计算器上使用统计函数
478,Coding with Mean,314.0,3,均值编码
479,Coding with Standard Deviation and Variance,314.0,3,用标准差和方差编码
480,Factorial Notation,315.0,3,阶乘符号
481,Arrangements,315.0,3,排列
482,Permutations,315.0,3,排列
483,Combinations,315.0,3,组合数学
484,Product Moment Correlation Co-efficient,316.0,3,积矩相关系数
485,Coding,316.0,3,编码
486,Independent and Dependent Variables,317.0,3,自变量和因变量
487,Regression Equation,317.0,3,回归方程
488,Residuals,317.0,3,残差
489,Probability Mass Function,318.0,3,概率质量函数
490,Expectation of a Discrete Random Variable,318.0,3,离散随机变量的期望值
491,Variance of a Discrete Random Variable,318.0,3,离散随机变量的方差
492,Probability Density Function,319.0,3,概率密度函数
493,Expectation of a Continuous Random Variable,319.0,3,连续随机变量的期望值
494,Variance of a Continuous Random Variable,319.0,3,连续随机变量的方差
495,Cumulative Distribution Function,319.0,3,累积分布函数
496,Rectangular Distribution,319.0,3,矩形分布
497,Conditions for Binomial Distribution,320.0,3,二项分布的条件
498,Writing the Binomial Distribution,320.0,3,二项分布的写作
499,Using the Binomial Formula,320.0,3,使用二项式公式
500,Using the Binomial Tables,320.0,3,使用二项式表
501,Conditions for Normal Distribution,321.0,3,正态分布的条件
502,Writing the Normal Distribution,321.0,3,编写正态分布
503,Finding the Value of z given a Probability,321.0,3,给定概率求z值
504,Standardising a Normal Distribution,321.0,3,标准化正态分布
505,Using the Normal Distribution Tables,321.0,3,使用正态分布表
506,Central Limit Theorem,321.0,3,中心极限定理
507,Conditions for Student t Distribution,322.0,3,学生t分布的条件
508,Writing the Student t Distribution,322.0,3,编写学生t分布
509,Finding the Value of t given a Probability,322.0,3,给定概率下求t的值
510,Using the Student t Tables,322.0,3,使用t分布表
511,Deciding on the Distribution,323.0,3,决定分布
512,Calculating the Multiplier,323.0,3,计算乘数
513,Calculating the Standard Error,323.0,3,计算标准误差
514,Using Confidence Intervals to Make Conclusions,323.0,3,使用置信区间做出结论
515,Writing H0 and H1,324.0,3,写作 H0 和 H1
516,Deciding on the Distribution,324.0,3,决定分布
517,Calculating the Test Statistic,324.0,3,计算检验统计量
518,Working Out the Critical Value,324.0,3,计算临界值
519,Accepting or Rejecting H0,324.0,3,接受或拒绝H0
520,Type 1 and Type 2 Errors,324.0,3,第一类错误和第二类错误
521,Conditions for the Geometric Distribution,325.0,3,几何分布的条件
522,Writing the Geometric Distribution,325.0,3,几何分布的写作
523,Using the Geometric Formula,325.0,3,使用几何公式
524,Using the Geometric Tables,325.0,3,使用几何表
525,Conditions for the Poisson Distribution,326.0,3,泊松分布的条件
526,Writing the Poisson Distribution,326.0,3,编写泊松分布
527,Using the Poisson Formula,326.0,3,使用泊松公式
528,Using the Poisson Tables,326.0,3,使用泊松表
529,Poisson Questions in Context,326.0,3,泊松问题的应用背景
530,Conditions for the Chi-Squared Distribution,327.0,3,卡方分布的条件
531,Writing the Chi-Squared Distribution,327.0,3,编写卡方分布
532,Working with Contingency Tables,327.0,3,处理列联表
533,Using the Chi-Squared Tables,327.0,3,使用卡方分布表
534,Yates' Correction,327.0,3,耶茨校正
535,Equations of Motion (SUVAT),298.0,3,运动方程（SUVAT）
536,Equations for General Linear Motion,298.0,3,一般线性运动的方程
537,Linear Motion Under a Variable Force,298.0,3,变力作用下的直线运动
538,Vector and Scalar Quantities,298.0,3,矢量和标量
539,Velocity-Time Graphs,298.0,3,速度-时间图象
540,Displacement-Time Graphs,298.0,3,位移-时间图
541,"Displacement, Velocity and Acceleration",298.0,3,位移、速度和加速度
542,Equations for Linear Momentum,299.0,3,线性动量方程
543,Conservation of Momentum,299.0,3,动量守恒
544,Newton's Experimental Law,299.0,3,牛顿的实验定律
545,Coefficient of Restitution,299.0,3,恢复系数
546,Impulse as Change in Momentum,299.0,3,冲量作为动量的变化
547,Impact of Two Smooth Spheres,299.0,3,两光滑球体的碰撞影响
549,Problems Involving Impulse and Momentum,299.0,3,涉及冲量和动量的问题
550,Vector Nature of Forces,300.0,3,力的矢量性质
551,Resultant of Two or More Forces,300.0,3,两个或多个力的合力
552,Resolve Forces,300.0,3,分解力
553,i and j Notation,300.0,3,i和j记号
554,Weight and Mass,301.0,3,重量和质量
555,Newton's Second Law F = ma,301.0,3,牛顿第二定律 F = ma
556,Forces Diagrams,301.0,3,力图
557,Newton's First Law,301.0,3,牛顿第一定律
558,"Limits of Modelling Contact as ""Smooth""",301.0,3,将接触建模为“光滑”的极限
559,Limiting Friction and Limiting Equilibrium,301.0,3,极限摩擦和极限平衡
560,Coefficient of Friction,301.0,3,摩擦系数
561,Moments of Force About a Point,301.0,3,力矩关于一点
562,Principle of Moments,301.0,3,力矩原理
563,Toppling and Sliding,301.0,3,倾倒和滑动
564,Linear Motion,302.0,3,线性运动
565,Vertical Motion,302.0,3,垂直运动
566,Inclined Planes,302.0,3,斜面
567,Motion of Two Connected Particles,302.0,3,两个连接粒子的运动
568,Newton's Third Law,302.0,3,牛顿第三定律
569,Model using Constant Acceleration,303.0,3,使用恒定加速度建模
570,Horizontal and Vertical Equations of Motion,303.0,3,水平和垂直运动方程
571,Greatest Height and Max Range,303.0,3,最大高度和最大射程
572,Equation of Trajectory,303.0,3,轨迹方程
573,Gravitational Potential Energy,304.0,3,重力势能
574,Kinetic Energy,304.0,3,动能
575,Work Done,304.0,3,已完成工作
576,Power,304.0,3,幂
577,Change in Energy and Work Done,304.0,3,能量变化和所做的功
578,Gravity on Rigid Bodies,305.0,3,刚体上的重力
579,Locate Centre of Mass,305.0,3,确定质心位置
580,Triangular Laminar and Other Simple Shapes,305.0,3,三角薄片及其他简单形状
581,Composite Rigid Bodies,305.0,3,复合刚体
582,Find Centre of Mass using Integration,305.0,3,用积分求质心
583,Angular Velocity,306.0,3,角速度
584,Acceleration,306.0,3,加速度
585,Vertical Circles (Components of Acceleration),306.0,3,垂直圆（加速度的分量）
586,Points where Circular Motion Breaks Down,306.0,3,圆周运动的断裂点
